,Date,Shape,Location,State,Country,Lat,Lng,Closest Airport,Closest Airport Address,Closest Military Base,Closest Military Base Address
28,1/1/2016,Orb/Sphere ,Fort Pierce ,FL ,USA ,27.4467056,-80.3256056,Vero Beach Regional Airport,"3400 Cherokee Drive, Vero Beach",Victory Center Military Store,"6200 20th St, Vero Beach"
29,1/1/2016,Orb/Sphere ,Boise ,ID ,USA ,43.6150186,-116.2023137,May Airport-0U8,"Pahsimeroi Rd, Boise",US Army Department,"4279 W Harvard St, Boise"
30,1/1/2016,Disk ,Swisher ,IA ,USA ,41.8458406,-91.69323200000001,The Eastern Iowa Airport,"2121 Arthur Collins Parkway Southwest, Cedar Rapids",US Army Department,"1599 Wenig Rd NE, Cedar Rapids"
31,1/1/2016,Fireball ,Fenton ,MO ,USA ,38.5126456,-90.4429881,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",Overlord Military Collectibles,"3008 Woodson Rd, Overland"
32,1/1/2016,Fireball ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
33,1/1/2016,Fireball ,Sacramento ,CA ,USA ,38.5815719,-121.4943996,,,270th Military Police Company,"8410 Okinawa St, Sacramento"
34,1/1/2016,Fireball ,Rancho Cucamonga ,CA ,USA ,34.10639889999999,-117.5931084,,,US Army Department,Los Alamitos
35,1/1/2016,Orb/Sphere ,Vernon ,CT ,USA ,41.8186802,-72.47903699999999,Bradley International Airport,"Schoephoester Road, Windsor Locks",US Army Reserve,"Bldg 5550, Chicopee"
36,1/1/2016,Lights Only ,Newburgh ,ME ,USA ,44.71736749999999,-69.0003898,Lucky Landing Marina and Seaplane Base,Glenburn,Maine Military Supply,"179 Main Rd, Holden"
37,1/1/2016,Orb/Sphere ,Sodaville ,OR ,USA ,44.4837288,-122.8690294,Cubehole,Brownsville,Military Department,"1776 Militia Way SE, Salem"
38,1/1/2016,Diamond ,Longmont ,CO ,USA ,40.1672068,-105.1019275,Boulder Municipal Airport-BDU,"3327 Airport Road, Boulder",US Army Department,"721 19th St #485, Denver"
39,1/1/2016,Orb/Sphere ,Titusville ,FL ,USA ,28.6122187,-80.8075537,NASA Shuttle Landing Facility,"Space Center, Orlando",Military Recruiting Office - U.S. Army,"1862 Rockledge Blvd, Rockledge"
40,1/1/2016,Orb/Sphere ,Hollywood ,FL ,USA ,26.0112014,-80.1494901,,,MILITARY TRL at TOWN CTR RD,Boca Raton
41,1/1/2016,Orb/Sphere ,Chicago ,IL ,USA ,41.8781136,-87.6297982,MAG USA,"100 North LaSalle Street, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
42,1/1/2016,Orb/Sphere ,Sac City ,IA ,USA ,42.42220330000001,-94.9897109,Sac City NDB SKI 356,Sac City,US Army Department,"1801 Gishwiller St, Sac City"
43,1/1/2016,Orb/Sphere ,Kissimmee ,FL ,USA ,28.2919557,-81.40757099999999,Robards Number Four Heliport,Kissimmee,US Army Department,"3701 Corrine Dr, Orlando"
44,1/1/2016,Orb/Sphere ,Fortuna ,CA ,USA ,40.5981867,-124.1572756,California Redwood Coast-Humboldt County Airport,"3561 Boeing Avenue, McKinleyville",GoArmy Eureka,"3300 Broadway St #518, Eureka"
45,1/1/2016,Orb/Sphere ,Branchland ,WV ,USA ,38.2209232,-82.2037529,Huntington Tri-State Airport,"1449 County Route 3/1, Huntington",Us Army ROTC,"400 Hal Greer Boulevard, Huntington"
46,1/1/2016,Triangle ,Aptos ,CA ,USA ,36.97717290000001,-121.8994016,Norman Y. Mineta San Jose International Airport,"1701 Airport Boulevard, San Jose",US Defense Department,"1265 Borregas Ave, Sunnyvale"
47,1/1/2016,Triangle ,Pinson ,AL ,USA ,33.6889908,-86.6833228,Birmingham-Shuttlesworth International Airport,"5900 Messer Airport Highway, Birmingham",Sumpter Smith Air National Guard Base,"5401 E Lake Blvd, Birmingham"
48,1/1/2016,Orb/Sphere ,Satellite Beach ,FL ,USA ,28.1761233,-80.59005189999999,Melbourne Orlando International Airport,"1 Air Terminal Parkway, Melbourne",Military Recruiting Office - U.S. Army,"1862 Rockledge Blvd, Rockledge"
49,1/1/2016,Lights Only ,Portland ,OR ,USA ,45.5051064,-122.6750261,A2 Global Shipping,"115 Southeast Yamhill Street #65h, Portland",Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
50,1/1/2016,Lights Only ,Spokane Valley ,WA ,USA ,47.6732281,-117.2393748,Spokane International Airport,"9000 West Airport Drive, Spokane",Northwest Military Vehicles Ltd. Co.,"1287 N Greensferry Rd, Post Falls"
51,1/1/2016,Lights Only ,Irmo ,SC ,USA ,34.0859829,-81.1831513,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
52,1/1/2016,Unknown ,Ontario ,CA ,USA ,34.0633443,-117.6508876,,,US Army Department,Los Alamitos
53,1/1/2016,Unknown ,Yelm ,WA ,USA ,46.9420431,-122.6059582,Tacoma Narrows Airport,"1202 26th Avenue Northwest, Gig Harbor",Us Army,"13 A Bldg99, Lewis Mcchord"
54,1/1/2016,Lights Only ,Tacoma ,WA ,USA ,47.2528768,-122.4442906,Saint Joseph Hospital Heliport,Tacoma,Us Army,"13 A Bldg99, Lewis Mcchord"
55,1/1/2016,Unknown ,Cary ,NC ,USA ,35.79154,-78.7811169,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
56,1/1/2016,Other ,Las Vegas ,NV ,USA ,36.1699412,-115.1398296,Big Land Desert City,"160 Las Vegas Boulevard North, Las Vegas",US Army Department,"2901 E Sahara Ave, Las Vegas"
57,1/1/2016,Other ,Bremerton ,WA ,USA ,47.5650067,-122.6269768,,,Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
58,1/1/2016,Other ,Fuquay Varina ,NC ,USA ,35.5843235,-78.80001279999999,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
59,1/1/2016,Other ,French Creek ,WV ,USA ,38.8856557,-80.2973054,Rexroad Airport,Buckhannon,Army National Guard,"2265 W Main St, Salem"
60,1/1/2016,Unknown ,Downey ,CA ,USA ,33.9401088,-118.1331593,,,US Army Department,Los Alamitos
61,1/10/2015,Circle ,Spokane Valley ,WA ,USA ,47.6732281,-117.2393748,Spokane International Airport,"9000 West Airport Drive, Spokane",Northwest Military Vehicles Ltd. Co.,"1287 N Greensferry Rd, Post Falls"
62,1/10/2016,Unknown ,Snohomish ,WA ,USA ,47.91287560000001,-122.0981847,King County International Airport - Boeing Field,"7277 Perimeter Road South, Seattle",US Navy Department,"610 Dowell Rd, Keyport"
63,1/10/2016,Teardrop ,Denver ,CO ,USA ,39.7392358,-104.990251,Denver Airport Town Car,"25 East 5th Avenue, Denver",US Army Department,"721 19th St #485, Denver"
64,1/10/2016,Lights Only ,Four Oaks ,NC ,USA ,35.4448836,-78.4269489,Seymour Johnson Air Force Base Education Center and Library,"1330 Cannon Avenue, Goldsboro",North Carolina Department of Military and Veterans Affairs,"4001 MSC, 413 N Salisbury St, Raleigh"
65,1/10/2016,Diamond ,Ocala ,RI ,USA ,29.1934514,-82.0575899,Ocala International Airport,"1770 Southwest 60th Avenue Suite 600, Ocala",Marion Military Academy,"6045 SE 83rd St, Ocala"
66,1/10/2016,Rectangle ,Cooperstown ,NY ,USA ,42.7006303,-74.92432099999999,Mountain Top Airport,"396 Zimmerman Road, Jefferson",US Army Reserve,"11 Maple St, Norwich"
67,1/11/2015,Triangle ,North Myrtle Beach ,SC ,USA ,33.8160058,-78.680016,Myrtle Beach International Airport,"1100 Jetport Road, Myrtle Beach",US Army Reserve,"3392 Phillis Blvd, Myrtle Beach"
68,1/11/2016,Lights Only ,Natchitoches ,LA ,USA ,31.7607195,-93.08627489999999,Stuart Airstrip,"U.S. 371, Coushatta",US Army Recruiting Office Natchitoches,"101 Jefferson St, Natchitoches"
69,1/11/2016,Teardrop ,Biloxi ,MS ,USA ,30.3960318,-88.88530779999999,Gulfport-Biloxi International Airport,"14035 Airport Road, Gulfport",US Navy Department,"16410 MS-67, Saucier"
70,1/11/2016,Diamond ,Fountain ,CO ,USA ,38.682219,-104.7008056,Colorado Springs Airport,"7770 Milton E Proby Parkway, Colorado Springs",US Army Department,"CO-115, Colorado Springs"
71,1/11/2016,Lights Only ,Snellville ,GA ,USA ,33.857328,-84.0199108,Hartsfield-Jackson Atlanta International Airport,"6000 North Terminal Parkway, Atlanta",Military Depot,"13680 Arnold Mill Rd A, Roswell"
72,1/11/2016,Lights Only ,Raleigh ,NC ,USA ,35.7795897,-78.6381787,,,US Army Department,Durham
73,1/11/2016,Lights Only ,Denton ,MD ,USA ,38.8845582,-75.8271563,Bay Bridge Airport,"202 Airport Road, Stevensville",Military Exchange,"38660 Sussex Hwy, Delmar"
74,1/11/2016,Lights Only ,Nashville ,NC ,USA ,35.974598,-77.9655406,Triangle North Executive Airport,"440 Airport Road, Louisburg",US Army Reserve,"4300 Airport Dr, Wilson"
75,1/11/2016,Rectangle ,Rifton ,NY ,USA ,41.8375928,-74.0373627,New York Stewart International Airport,"1180 1st Street, New Windsor",Army Air Force Services,"683 Buckner Loop, West Point"
76,1/11/2016,Triangle ,St. Louis ,MO ,USA ,38.6270025,-90.19940419999999,Fostaire Helicopters,United States,Overlord Military Collectibles,"3008 Woodson Rd, Overland"
77,1/11/2016,Orb/Sphere ,Wrightsville ,GA ,USA ,32.7293279,-82.719859,Daniels Airport,Swainsboro,Georgia Military College,"201 E Greene St, Milledgeville"
78,1/11/2016,Triangle ,Gilbert ,AZ ,USA ,33.3528264,-111.789027,,,Military Items,"5623 W Glendale Ave, Glendale"
79,1/11/2016,Triangle ,Dixmont ,ME ,USA ,44.6803471,-69.1628221,Lucky Landing Marina and Seaplane Base,Glenburn,Maine Military Supply,"179 Main Rd, Holden"
80,1/11/2016,Triangle ,Ivanhoe ,NC ,USA ,34.5844589,-78.2419187,Wilmington International Airport,"1740 Airport Boulevard, Wilmington",Military Vehicle Sustainment,"218 Aviation Pkwy, Elizabethtown"
81,1/11/2016,Triangle ,Kingsburg ,CA ,USA ,36.5138398,-119.5540175,Fresno Yosemite International Airport,"5175 East Clinton Way, Fresno",US ARMY SELMA RECRUITING STATION,"2940 McCall Ave #104, Selma"
82,1/12/2016,Orb/Sphere ,Lake Havasu City ,AZ ,USA ,34.483901,-114.3224548,Gene Wash Reservoir Airport,Parker Dam,Army Recruiting Lake Havasu City,"85 N Lake Havasu Ave Suite 104, Lake Havasu City"
83,1/12/2016,Lights Only ,Lafayette ,CO ,USA ,39.9935959,-105.0897058,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
84,1/12/2016,Circle ,Wichita ,KS ,USA ,37.68717609999999,-97.33005299999999,Wichita Dwight D. Eisenhower National Airport,"2277 Eisenhower Airport Parkway, Wichita",US Army Reserve,"2204 E 11th Ave, Hutchinson"
85,1/12/2016,Other ,Lafayette  ,LA ,USA ,30.2240897,-92.0198427,Port of Iberia,"4611 South Lewis Street, New Iberia",US Army Department,"1640 LA 728-8, Lafayette"
86,1/12/2016,Cigar/Cylinder ,Houston ,MO ,USA ,37.3261588,-91.95598799999999,Waynesville - St. Robert Regional Airport,"5017 Iowa Avenue, Fort Leonard Wood",Military Police Regimental Association,"14296 S Dakota Ave bldg 1607, Fort Leonard Wood"
87,1/12/2016,Cigar/Cylinder ,Joplin ,MO ,USA ,37.08422710000001,-94.51328099999999,Joplin Regional Airport,"7331 State Highway 43, Joplin","Army Pittsburg Recruiting Office, KS","200 E Centennial Dr. #7a, Pittsburg"
88,1/12/2016,Triangle ,Columbia ,MS ,USA ,31.2524566,-89.83542829999999,Columbia Marion County Arprt-0r0,"151 Airport Road, Columbia",Us Army,"111 Walker St, Bogalusa"
89,1/12/2016,Cigar/Cylinder ,Elk Grove Village ,IL ,USA ,42.0039178,-87.9703461,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
90,1/12/2016,Lights Only ,Knoxville ,TN ,USA ,35.9606384,-83.9207392,Knoxville Downtown Island,"2701 Spence Place, Knoxville",Tennessee Military Department,"208 Post Ave, Louisville"
91,1/12/2016,Triangle ,Columbus ,OH ,USA ,39.9611755,-82.99879419999999,Ohio Building Authority Heliport,"30 East Broad Street, Columbus","Motts Military Museum, Inc.","5075 S Hamilton Rd, Groveport"
92,1/12/2016,Other ,Colorado Springs  ,CO ,USA ,38.8338816,-104.8213634,Colorado Springs Airport,"7770 Milton E Proby Parkway, Colorado Springs",US Army Department,"CO-115, Colorado Springs"
93,1/13/1993,Lights Only ,Camp Pendleton ,CA ,USA ,33.3178416,-117.3205123,Mc Clellan Palomar Airport-Crq,"2198 Palomar Airport Road, Carlsbad",US Defense Department,"26722 Plaza, Mission Viejo"
94,1/13/2013,Lights Only ,Black River Falls ,WI ,USA ,44.2946833,-90.8515311,Black River Memorial Hospital Heliport,"711 West Adams Street, Black River Falls",Us Army,"1868 S Regimental Ave, Fort McCoy"
95,1/13/2016,Lights Only ,Albuquerque ,NM ,USA ,35.0843859,-106.650422,Albuquerque Rgnl Medical Center,Albuquerque,Museum of Military Families,"b, 546 NM-333, Tijeras"
96,1/13/2016,Boomerang/V-Shaped ,Maumelle ,AR ,USA ,34.8667565,-92.4043219,Bill and Hillary Clinton National Airport,"1 Airport Road, Little Rock",US Army Department,"8001 Camp Robinson Rd, North Little Rock"
97,1/13/2016,Diamond ,Danville ,VA ,USA ,36.5859718,-79.39502279999999,Martinsville/Henry County Memorial Hospital Heliport,Martinsville,US Marine Corps Department,"3158 Halifax Rd, South Boston"
98,1/13/2016,Lights Only ,Metairie ,LA ,USA ,29.9840922,-90.1528519,,,U.S. Army Recruiting Station,"1665 Dove Park Rd, Mandeville"
99,1/13/2016,Cigar/Cylinder ,Seattle ,WA ,USA ,47.6062095,-122.3320708,Port of Seattle,"2711 Alaskan Way, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
100,1/13/2016,Lights Only ,Conway ,AR ,USA ,35.0886963,-92.4421011,Bill and Hillary Clinton National Airport,"1 Airport Road, Little Rock",US Army Department,"8001 Camp Robinson Rd, North Little Rock"
101,1/13/2016,Teardrop ,Longview ,MO ,USA ,36.7231259,-94.20298939999999,Bentonville Municipal Airport,"2205 Southwest I Street, Bentonville",US Army Reserve Center,"1001 N Murphy Blvd, Joplin"
102,1/13/2016,Lights Only ,Phoenix ,AZ ,USA ,33.4483771,-112.0740373,Phoenix Mesa,Phoenix,Military Items,"5623 W Glendale Ave, Glendale"
103,1/13/2016,Orb/Sphere ,Cedar Falls ,IA ,USA ,42.5348993,-92.4453161,Waterloo Regional Airport (KALO),"2790 Livingston Lane, Waterloo",US Army Reserve,"5502 Nordic Dr, Cedar Falls"
104,1/13/2016,Fireball ,Sutherlin ,CA ,USA ,43.3901177,-123.3125763,Umpqua River Farm,Umpqua,U.S. Army Roseburg Recruiting Station,"780 NW Garden Valley Blvd #58, Roseburg"
105,1/13/2016,Oval ,Albuquerque ,NM ,USA ,35.0843859,-106.650422,Albuquerque Rgnl Medical Center,Albuquerque,Museum of Military Families,"b, 546 NM-333, Tijeras"
106,1/13/2016,Lights Only ,Woodland Township ,NJ ,USA ,39.8537339,-74.5228916,Atlantic City International Airport,"101 Atlantic City International Airport, Egg Harbor Township",US Army Reserve Training Center,"3911 Federal St, Pennsauken Township"
107,1/13/2016,Rectangle ,Winter Park ,FL ,USA ,28.5999998,-81.33923519999999,Orlando International Airport,"1 Jeff Fuqua Boulevard, Orlando",US Army Department,"3701 Corrine Dr, Orlando"
108,1/13/2016,Lights Only ,Peoria ,AZ ,USA ,33.5805955,-112.2373779,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
109,1/13/2016,Other ,Mecca ,CA ,USA ,33.571692,-116.0772244,Palm Springs International Airport,"3400 East Tahquitz Canyon Way, Palm Springs","Army Recruiting Office Palm Desert, CA","44100 Town Center Way, Palm Desert"
110,1/14/1977,Oval ,Houston ,TX ,USA ,29.7604267,-95.3698028,XA19,"410 Bagby Street, Houston",Top Brass Military & Tactical,"2500 North Fwy, Houston"
111,1/14/2015,Other ,Sanger ,TX ,USA ,33.3631705,-97.1739027,Denton Enterprise Airport,"5000 Airport Road, Denton",Department of Military Science,Denton
112,1/14/2016,Cigar/Cylinder ,Dayton ,TN ,USA ,35.4939587,-85.01245349999999,Hogue Airport-TN85,"4111 Archie Rhinehart Parkway, Spencer",Us Army Reserve Center,"6503 Bonny Oaks Dr, Chattanooga"
113,1/14/2016,Lights Only ,Florence ,SC ,USA ,34.1954331,-79.7625625,Florence Regional Airport,"2100 Terminal Drive, Florence",US Army Reserve Center,"1141 S Ron McNair Blvd, Lake City"
114,1/14/2016,Orb/Sphere ,Antioch ,IL ,USA ,42.4772418,-88.0956396,Chicago Executive Airport-PWK,"1020 Plant Road, Wheeling",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
115,1/14/2016,Lights Only ,Hendersonville ,NC ,USA ,35.3187279,-82.4609528,Asheville Regional Airport,"61 Terminal Drive #1, Fletcher",US Army Reserve,Asheville
116,1/14/2016,Orb/Sphere ,Antioch ,IL ,USA ,42.4772418,-88.0956396,Chicago Executive Airport-PWK,"1020 Plant Road, Wheeling",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
117,1/14/2016,Lights Only ,Mount Airy ,NC ,USA ,36.4993007,-80.6072858,Twin County Airport,"504 Airport Road, Hillsville",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
118,1/14/2016,Fireball ,Marion ,IA ,USA ,42.033279,-91.5968958,The Eastern Iowa Airport,"2121 Arthur Collins Parkway Southwest, Cedar Rapids",US Army Department,"1599 Wenig Rd NE, Cedar Rapids"
119,1/14/2016,Lights Only ,Philadelphia ,PA ,USA ,39.9525839,-75.1652215,Helipad,"245 North 15th Street, Philadelphia",US Army Inventory Research,"S 2nd St, Philadelphia"
120,1/14/2016,Circle ,North Hollywood ,CA ,USA ,34.187044,-118.3812562,,,US Army Department,Los Alamitos
121,1/14/2016,Circle ,Santa Clarita ,CA ,USA ,34.3916641,-118.542586,Hollywood Burbank Airport,"2627 North Hollywood Way, Burbank",American Military Museum,"1918 Rosemead Blvd, South El Monte"
122,1/14/2016,Other ,Bradenton ,FL ,USA ,27.4989278,-82.5748194,Sarasota Bradenton International Airport,"6000 Airport Circle, Sarasota",US Army Department,"5100 W Kennedy Blvd, Tampa"
123,1/14/2016,Triangle ,Marion ,IN ,USA ,40.5583739,-85.6591442,Miller Strip Airport-0II3,"9610 South 200 East, Bunker Hill",US Army Reserve,Grissom Joint Air Reserve Base
124,1/14/2016,Orb/Sphere ,Conway ,SC ,USA ,33.8360034,-79.0478143,Myrtle Beach International Airport,"1100 Jetport Road, Myrtle Beach",US Army Reserve,"3392 Phillis Blvd, Myrtle Beach"
125,1/14/2016,Other ,Jerome ,AZ ,USA ,34.7489107,-112.1137716,Prescott Regional Airport,"6630 Airport Avenue, Prescott",Military Graphics,"1260 AZ-89 Suite B, Chino Valley"
126,1/14/2016,Fireball ,Burbank ,OH ,USA ,40.988667,-81.9948684,Cleveland Hopkins International Airport,"5300 Riverside Drive, Cleveland",Stars-N-Stripes Co. Flags and Military,"541 W Tuscarawas Ave, Barberton"
127,1/14/2016,Triangle ,I-495 North  ,MD ,USA ,38.973624,-76.8699534,Norwood,Sandy Spring,US Army Department,"5611 Columbia Pike, Falls Church"
128,1/14/2016,Unknown ,Bakersfield ,CA ,USA ,35.3732921,-119.0187125,,,US Army Department,"1512 S P St, Bakersfield"
129,1/15/1981,Fireball ,Hawthorne ,NV ,USA ,38.5246441,-118.624578,Helipad,"150 C Street, Hawthorne",US Naval Undersea Warfare,Hawthorne
130,1/15/2016,Diamond ,Road ,TX ,USA ,39.1359259,-94.6390402,Kansas City International Airport,"1 International Square, Kansas City",Overlooked Antiques & Military Surplus,"406 Delaware St, Leavenworth"
131,1/15/2016,Lights Only ,Round Rock ,TX ,USA ,30.5082551,-97.678896,Austin-Bergstrom International Airport,"3600 Presidential Boulevard, Austin",Soldier and Airman Support Center,"2200 W 35th St, Austin"
132,1/15/2016,Unknown ,Carson City ,NV ,USA ,39.1637984,-119.7674034,Reno-Tahoe International Airport,"2001 East Plumb Lane, Reno",Us Navy Junior ROTC,"1350 Baring Blvd, Sparks"
133,1/15/2016,Rectangle ,Scranton ,PA ,USA ,41.408969,-75.66241219999999,Hospital Helipad,"1800 Mulberry Street, Scranton",US Army Reserve Center,"140 Stewart Rd, Wilkes-Barre"
134,1/15/2016,Circle ,Austin ,TX ,USA ,30.267153,-97.7430608,Capitol National Bank Building Heliport,"616 Lavaca Street, Austin",Soldier and Airman Support Center,"2200 W 35th St, Austin"
135,1/15/2016,Lights Only ,Morganza ,MD ,USA ,38.3754035,-76.69551899999999,Whithall Farm Airport-1VG2,"389 Whitehall Road, Montross",Us Army,"8725 John J Kingman Rd #235, Fort Belvoir"
136,1/15/2016,Lights Only ,Liverpool ,NY ,USA ,43.106456,-76.21770459999999,Syracuse Hancock International Airport,"1000 Col Eileen Collins Boulevard, Syracuse",US Army Department,Romulus
137,1/15/2016,Circle ,Warren ,IL ,USA ,42.4963957,-89.98956810000001,John L Coppernoll Airport,Stockton,U.S. Army Recruiting Station,"1822 S West Ave, Freeport"
138,1/16/2015,Lights Only ,Metairie ,LA ,USA ,29.9840922,-90.1528519,,,U.S. Army Recruiting Station,"1665 Dove Park Rd, Mandeville"
139,1/16/2016,Boomerang/V-Shaped ,Bend ,OR ,USA ,44.0581728,-121.3153096,Saint Charles Medical Center Heliport,Bend,National Guard Training Center,"8540 SW Cavalry Way, Powell Butte"
140,1/16/2016,Disk ,Columbia ,SC ,USA ,34.0007104,-81.0348144,Columbia Metropolitan Airport,"3250 Airport Boulevard, West Columbia",United States Department of Army,"5450 Strom Thurmond Blvd # 208, Columbia"
