,Date,Shape,Location,State,Country,Lat,Lng,Closest Airport,Closest Airport Address,Closest Military Base,Closest Military Base Address
453,2016-02-02,Lights Only ,Rio Rancho ,NM ,USA ,35.2327544,-106.6630437,Albuquerque International Sunport,"2200 Sunport Blvd, Albuquerque",Museum of Military Families,"b, 546 NM-333, Tijeras"
454,2016-02-02,Circle ,North Port ,FL ,USA ,27.044224,-82.2359254,Venice Municipal Airport,"150 Airport Avenue East, Venice",Military Support Foundation Inc,"10181 6 Mile Cypress Pkwy, Fort Myers"
455,2016-02-02,Triangle ,Baltimore ,MD ,USA ,39.2903848,-76.6121893,Baltimore Police Department Heliport,"East Baltimore Street, Baltimore",US Army Department,"5611 Columbia Pike, Falls Church"
456,2016-02-02,Circle ,Atlantic City ,NJ ,USA ,39.3642834,-74.4229266,Steeplechase Pier Heliport,Atlantic City,US Army Department,"N Maryland Ave & Sewell Ave, Atlantic City"
457,2016-02-02,Circle ,Lake Ozark ,MO ,USA ,38.1986435,-92.6387968,Lake Aviation Center,"20 Airport Dr, Camdenton",Military Names LLC,"301 North St # 4342, Waynesville"
458,2016-02-03,Lights Only ,Austin ,TX ,USA ,30.267153,-97.7430608,Capitol National Bank Building Heliport,"616 Lavaca Street, Austin",Soldier and Airman Support Center,"2200 W 35th St, Austin"
459,2016-02-03,Fireball ,Roseburg ,OR ,USA ,43.216505,-123.3417381,Umpqua River Farm,Umpqua,U.S. Army Roseburg Recruiting Station,"780 NW Garden Valley Blvd #58, Roseburg"
460,2016-02-03,Fireball ,Kingston ,MA ,USA ,41.9932752,-70.7284785,Boston Logan International Airport,Boston,Military Department,"Fairview Ave, Rehoboth"
461,2016-02-03,Lights Only ,Fife ,WA ,USA ,47.2392665,-122.3570664,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Us Army,"13 A Bldg99, Lewis Mcchord"
462,2016-02-03,Oval ,Mobile ,AL ,USA ,30.6953657,-88.0398912,Mobile Regional Airport,"8400 Airport Boulevard, Mobile",US Army Reserve,"1900 Commanders Dr, Mobile"
463,2016-02-03,Unknown ,Cypress ,TX ,USA ,29.9716905,-95.6937856,George Bush Intercontinental Airport,"2800 North Terminal Road, Houston",Top Brass Military & Tactical,"2500 North Fwy, Houston"
464,2016-02-03,Circle ,Lupton City ,TN ,USA ,35.1047084,-85.2631924,Chattanooga Airport,"1001 Airport Road, Chattanooga",Chickamauga & Chattanooga National Military Park,"3370 Lafayette Rd, Fort Oglethorpe"
465,2016-02-03,Lights Only ,Salinas ,CA ,USA ,36.6777372,-121.6555013,Monterey Regional Airport,"200 Fred Kane Drive, Monterey",Army National Guard,"368 Airport Blvd, Salinas"
466,2016-02-03,Disk ,Waretown ,NJ ,USA ,39.7915084,-74.1951395,Atlantic City International Airport,"101 Atlantic City International Airport, Egg Harbor Township",US Army Department,"N Maryland Ave & Sewell Ave, Atlantic City"
467,2016-02-04,Other ,Fresno ,CA ,USA ,36.7377981,-119.7871247,,,US Army Department,"25207 Rd 407, Raymond"
468,2016-02-04,Unknown ,Greeley ,CO ,USA ,40.4233142,-104.7091322,Northern Colorado Regional Airport,"4900 Earhart Road, Loveland",Army Recruiting Longmont,"1834 Main St Unit 3, Longmont"
469,2016-02-04,Teardrop ,Los Angeles  ,CA ,USA ,34.0522342,-118.2436849,Mont Blac Executive Car Service,"334 South Main Street #9108, Los Angeles",US Army Department,Los Alamitos
470,2016-02-04,Circle ,New London ,MN ,USA ,45.3010756,-94.94417729999999,Paynesville Muni Airport-Pex,"1500 Airport Rd, Paynesville",US Air Force Recruiting,"12 Main St S, Hutchinson"
471,2016-02-04,Disk ,Colorado Springs ,CO ,USA ,38.8338816,-104.8213634,Colorado Springs Airport,"7770 Milton E Proby Parkway, Colorado Springs",US Army Department,"CO-115, Colorado Springs"
472,2016-02-04,Lights Only ,Medina ,OH ,USA ,41.143245,-81.8552196,Cleveland Hopkins International Airport,"5300 Riverside Drive, Cleveland",Us Army ROTC,University Heights
473,2016-02-04,Circle ,Woodland Hills ,CA ,USA ,34.165357,-118.6089752,fetch fido a flight,"5959 California 27 UNIT 285, Woodland Hills",US Army Department,"3800 Valhalla Dr, Burbank"
474,2016-02-04,Orb/Sphere ,Tucson ,AZ ,USA ,32.2226066,-110.9747108,Tucson International Airport,"7250 South Tucson Boulevard, Tucson",Arizona National Guard Silverbell Army Heliport,"24641 E Pinal Airpark Rd #4500, Marana"
475,2016-02-04,Orb/Sphere ,Tucson ,AZ ,USA ,32.2226066,-110.9747108,Tucson International Airport,"7250 South Tucson Boulevard, Tucson",Arizona National Guard Silverbell Army Heliport,"24641 E Pinal Airpark Rd #4500, Marana"
476,2016-02-04,Oval ,Bradenton ,FL ,USA ,27.4989278,-82.5748194,Sarasota Bradenton International Airport,"6000 Airport Circle, Sarasota",US Army Department,"5100 W Kennedy Blvd, Tampa"
477,2016-02-04,Oval ,Estes Park ,CO ,USA ,40.3772059,-105.5216651,Boulder Municipal Airport-BDU,"3327 Airport Road, Boulder",Army Recruiting Longmont,"1834 Main St Unit 3, Longmont"
478,2016-02-04,Lights Only ,Camas ,WA ,USA ,45.58671280000001,-122.402442,McGill Airstrip,Estacada,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
479,2016-02-04,Cigar/Cylinder ,Goodyear ,AZ ,USA ,33.4353394,-112.3576567,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
480,2016-02-04,Circle ,Roseburg ,OR ,USA ,43.216505,-123.3417381,Umpqua River Farm,Umpqua,U.S. Army Roseburg Recruiting Station,"780 NW Garden Valley Blvd #58, Roseburg"
481,2016-02-05,Circle ,Costa Mesa ,CA ,USA ,33.6638439,-117.9047429,John Wayne Airport,"18601 Airport Way, Santa Ana",US Army Department,Los Alamitos
482,2016-02-05,Circle ,Littleton ,CO ,USA ,39.613321,-105.0166498,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
483,2016-02-05,Triangle ,Milwaukee ,WI ,USA ,43.0389025,-87.9064736,General Mitchell International Airport,"5300 South Howell Avenue, Milwaukee",US Army Recruiting,"8333 W Appleton Ave, Milwaukee"
484,2016-02-05,Orb/Sphere ,Springfield ,IL ,USA ,39.78172130000001,-89.6501481,Abraham Lincoln Capital Airport,"1200 Capital Airport Drive, Springfield",Military Surplus Outlet,"1902 S Main St, Jacksonville"
485,2016-02-05,Circle ,South Barrington ,IL ,USA ,42.0881054,-88.1535352,O'Hare International Airport,"10000 West O'Hare Avenue, Chicago",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
486,2016-02-05,Rectangle ,Cheektowaga ,NY ,USA ,42.9071477,-78.7542892,Buffalo Niagara International Airport,"4200 Genesee Street, Buffalo",Military,Buffalo
487,2016-02-05,Oval ,Carefree ,AZ ,USA ,33.82226110000001,-111.918203,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
488,2016-02-05,Triangle ,Seattle ,WA ,USA ,47.6062095,-122.3320708,Port of Seattle,"2711 Alaskan Way, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
489,2016-02-05,Unknown ,Cooleemee ,NC ,USA ,35.8104164,-80.5558942,Smith Reynolds Airport,"3801 North Liberty Street #204, Winston-Salem",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
490,2016-02-05,Cross ,Selkirk ,NY ,USA ,42.5319998,-73.7985008,Albany International Airport,Albany Shaker Road,US Army Department,"101 Remsen St, Schenectady"
491,2016-02-05,Lights Only ,Durham ,NC ,USA ,35.9940329,-78.898619,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
492,2016-02-05,Lights Only ,Shawnee ,KS ,USA ,39.02284849999999,-94.7151865,Kansas City International Airport,"1 International Square, Kansas City",Overlooked Antiques & Military Surplus,"406 Delaware St, Leavenworth"
493,2016-02-05,Lights Only ,Staten Island ,NY ,USA ,40.5795317,-74.1502007,Newark Liberty International Airport,"3 Brewster Road, Newark",United States Department of the Army,"Area Command, Brooklyn"
494,2016-02-05,Lights Only ,Everett ,WA ,USA ,47.9789848,-122.2020795,Calkins Equipment Company Heliport,Everett,US Navy Department,"610 Dowell Rd, Keyport"
495,2016-02-05,Cross ,Southmont ,NC ,USA ,35.6679164,-80.26699719999999,Mid-Carolina Regional Airport (RUQ),"3670 Airport Loop, Salisbury",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
496,2016-02-05,Lights Only ,Goodyear ,AZ ,USA ,33.4353394,-112.3576567,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",Military Items,"5623 W Glendale Ave, Glendale"
497,2016-02-05,Fireball ,Austin ,TX ,USA ,30.267153,-97.7430608,Capitol National Bank Building Heliport,"616 Lavaca Street, Austin",Soldier and Airman Support Center,"2200 W 35th St, Austin"
498,2016-02-05,Disk ,Colorado Springs ,CO ,USA ,38.8338816,-104.8213634,Colorado Springs Airport,"7770 Milton E Proby Parkway, Colorado Springs",US Army Department,"CO-115, Colorado Springs"
499,2016-02-05,Unknown ,Doylestown ,PA ,USA ,40.3101063,-75.1298939,Bradford Field,Flemington,US Army Reserve Training Center,"3911 Federal St, Pennsauken Township"
500,2016-02-05,Unknown ,Durham ,NC ,USA ,35.9940329,-78.898619,Raleigh-Durham International Airport,"John Brantley Boulevard, Morrisville",US Army Department,Durham
501,2016-02-06,Lights Only ,Akron ,OH ,USA ,41.0814447,-81.51900529999999,Childrens Hospital Heliport,Akron,Us Army ROTC,University Heights
502,2016-02-06,Lights Only ,Gainesville ,VA ,USA ,38.7956706,-77.6138802,Dulles International Airport,"1 Saarinen Circle, Dulles",Us Army,"8725 John J Kingman Rd #235, Fort Belvoir"
503,2016-02-06,Fireball ,Aurora ,CO ,USA ,39.7294319,-104.8319195,Denver International Airport,"8500 Peña Boulevard, Denver",US Army Department,"721 19th St #485, Denver"
504,2016-02-06,Lights Only ,Claysburg ,PA ,USA ,40.2967427,-78.449737,Altoona–Blair County Airport,"310 Airport Road, Martinsburg",U.S. Army Recruiting Station,"9481 Lincoln Hwy, Bedford"
505,2016-02-06,Lights Only ,Camp Lake ,WI ,USA ,42.5347409,-88.1436976,Airport at Grand Geneva Resort & Spa,"Grand Geneva Way, Lake Geneva",Russell Military Museum,"N, 43363 US-41, Russell"
506,2016-02-06,Lights Only ,Newnan ,GA ,USA ,33.3806716,-84.79965729999999,Hartsfield-Jackson Atlanta International Airport,"6000 North Terminal Parkway, Atlanta",Defense Department,"205 Youngs Mill Rd, LaGrange"
507,2016-02-06,Lights Only ,Longview ,WA ,USA ,46.1381676,-122.9381672,St John's Medical Center Heliport,Longview,U.S. Army Recruiting Station,"51669 Columbia River Hwy # 140, Scappoose"
508,2016-02-06,Lights Only ,Fenton ,MO ,USA ,38.5126456,-90.4429881,St. Louis Lambert International Airport,"10701 Lambert International Boulevard, St. Louis",US Army Reserve Center,"4100 Goodfellow Blvd, St. Louis"
509,2016-02-06,Orb/Sphere ,Petaluma ,CA ,USA ,38.232417,-122.6366524,Napa County Airport,"2030 Airport Road, Napa",US Army Department,"711 Hillcrest Ave, Benicia"
510,2016-02-06,Orb/Sphere ,Pekin ,IL ,USA ,40.5675388,-89.640658,General Wayne A. Downing Peoria International Airport,"6100 W Everett McKinley Dirksen Parkway, Peoria",US Army Reserve,"3101 S Airport Rd, Bartonville"
511,2016-02-06,Circle ,Winston-Salem ,NC ,USA ,36.09985959999999,-80.244216,Piedmont Triad International Airport,"1000 Ted Johnson Parkway, Greensboro",US Army Reserve,"1245 N Martin Luther King Jr Dr, Winston-Salem"
512,2016-02-06,Circle ,Anchorage ,AK ,USA ,61.2180556,-149.9002778,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
513,2016-02-06,Circle ,Spring Hill ,TN ,USA ,35.751179,-86.9300023,Nashville International Airport,"1 Terminal Drive, Nashville",US Army Department,"110 9th Ave S, Nashville"
514,2016-02-06,Oval ,North Canton ,OH ,USA ,40.875891,-81.4023356,Akron-Canton Airport,"5400 Lauby Road NW, North Canton",US Army Recruiting Office Barberton,"173 Wooster Road North, Barberton"
515,2016-02-06,Triangle ,Temecula ,CA ,USA ,33.4936391,-117.1483648,Mc Clellan Palomar Airport-Crq,"2198 Palomar Airport Road, Carlsbad",US Defense Department,"26722 Plaza, Mission Viejo"
516,2016-02-07,Circle ,Pataskala ,OH ,USA ,39.9956193,-82.6743341,Rickenbacker International Airport,"2295 John Circle Drive, Columbus","Motts Military Museum, Inc.","5075 S Hamilton Rd, Groveport"
517,2016-02-07,Orb/Sphere ,Palm Beach Gardens ,FL ,USA ,26.8396096,-80.1019144,Palm Beach International Airport,"1000 James L Turnage Boulevard, West Palm Beach",US Military Marketplace,"4411 45th St, West Palm Beach"
518,2016-02-07,Orb/Sphere ,Culpeper ,VA ,USA ,38.4733409,-77.9961308,Orange County Airport,"11275 Aviation Way, Orange",Renegade Armor,"10950 Pierson Dr, Fredericksburg"
519,2016-02-07,Boomerang/V-Shaped ,Dewey ,AZ ,USA ,34.5056894,-112.2427894,Prescott Regional Airport,"6630 Airport Avenue, Prescott",Military Graphics,"1260 AZ-89 Suite B, Chino Valley"
520,2016-02-07,Triangle ,Los Ranchos de Albuquerque ,NM ,USA ,35.1619885,-106.6428038,Albuquerque International Sunport,"2200 Sunport Blvd, Albuquerque",Museum of Military Families,"b, 546 NM-333, Tijeras"
521,2016-02-07,Triangle ,Antelope ,CA ,USA ,38.7166871,-121.3644216,Sacramento International Airport,"6900 Airport Boulevard, Sacramento",270th Military Police Company,"8410 Okinawa St, Sacramento"
522,2016-02-07,Disk ,Miami ,FL ,USA ,25.7616798,-80.1917902,Ferrari Express,"36 Northeast 1st Street #1049, Miami",US Defense Department,"299 E Broward Blvd # 103, Fort Lauderdale"
523,2016-02-07,Orb/Sphere ,Alamogordo ,NM ,USA ,32.8995325,-105.960265,Alamogordo White Sands Regional Airport,"3500 Airport Road, Alamogordo",Army Recruiting Office Alamogordo,"3199 N White Sands Blvd d2, Alamogordo"
524,2016-02-08,Triangle ,Mill Creek ,WA ,USA ,47.8600971,-122.2042966,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",US Navy Department,"610 Dowell Rd, Keyport"
525,2016-02-08,Triangle ,Santa Cruz ,CA ,USA ,36.9741171,-122.0307963,A2 Global Shipping,"122 Encinal Street A-200, Santa Cruz",US Defense Department,"1265 Borregas Ave, Sunnyvale"
526,2016-02-08,Orb/Sphere ,Allentown ,PA ,USA ,40.6022939,-75.4714098,A.h. Butz Downtown Allentown Heliport,Allentown,US Army Reserve Center,"350 S Best Ave, Walnutport"
527,2016-02-08,Triangle ,"Washington, D.C. & Baltimore  ",MD ,USA ,39.1774042,-76.6683922,Norwood,Sandy Spring,US Army Department,"5611 Columbia Pike, Falls Church"
528,2016-02-08,Lights Only ,Graham ,NC ,USA ,36.0690258,-79.4005756,Piedmont Triad International Airport,"1000 Ted Johnson Parkway, Greensboro",US Army Department,Durham
529,2016-02-08,Lights Only ,Tulsa ,OK ,USA ,36.1539816,-95.99277500000001,Oklahoma State University Medical Center Heliport,"744 West 9th Street, Tulsa",US Army Department,"11510 E 21st St, Tulsa"
530,2016-02-08,Lights Only ,Hermosa Beach ,CA ,USA ,33.8622366,-118.3995194,Los Angeles International Airport,"1 World Way, Los Angeles",US Army Department,Los Alamitos
531,2016-02-08,Lights Only ,Missoula ,MT ,USA ,46.8721284,-113.9940314,Saint Patrick Hospital Helipad,"500 West Broadway Street, Missoula",Military Image Maker,"19483 Bryce Putnam Dr, Frenchtown"
532,2016-02-08,Lights Only ,Gainesville ,GA ,USA ,34.2978794,-83.8240663,Gwinnett County Airport (LZU),"600 Briscoe Boulevard, Lawrenceville",Army ROTC,"Military Bldg, Athens"
533,2016-02-08,Other ,West Palm Beach ,FL ,USA ,26.7153424,-80.0533746,WPB,West Palm Beach,MILITARY TRL at TOWN CTR RD,Boca Raton
534,2016-02-08,Other ,Prescott ,AZ ,USA ,34.5400242,-112.4685025,Prescott Regional Airport,"6630 Airport Avenue, Prescott",Military Graphics,"1260 AZ-89 Suite B, Chino Valley"
535,2016-02-08,Other ,York ,ME ,USA ,43.16174830000001,-70.6482581,Portsmouth International Airport at Pease,"36 Airline Avenue, Portsmouth",Kel's Military,"9 Main St unit 461, Atkinson"
536,2016-02-08,Cigar/Cylinder ,Eagle River ,AK ,USA ,61.3293186,-149.56805,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
537,2016-02-09,Cigar/Cylinder ,Boise ,ID ,USA ,43.6150186,-116.2023137,May Airport-0U8,"Pahsimeroi Rd, Boise",US Army Department,"4279 W Harvard St, Boise"
538,2016-02-09,Triangle ,Lancaster ,SC ,USA ,34.7204257,-80.7709014,Charlotte-Monroe Executive Airport,"3900 Paul J Helms Drive, Monroe",US Defense Department,"6125 Tyvola Centre Dr, Charlotte"
539,2016-02-09,Circle ,Oklahoma City ,OK ,USA ,35.4675602,-97.5164276,St. Anthony Heliport,Oklahoma City,US Army Recruiting Office Moore,"9208 S. Western Brookwood Shopping Center, Oklahoma City"
540,2016-02-09,Lights Only ,Fredonia ,PA ,USA ,41.3217232,-80.2586747,Youngstown-Warren Regional Airport,"1453 Youngstown Kingsville Road, Vienna",US Army Department,"2313 W State St, New Castle"
541,2016-02-09,Triangle ,Perris ,CA ,USA ,33.7825194,-117.2286478,Ontario International Airport,Ontario,US Defense Department,"26722 Plaza, Mission Viejo"
542,2016-02-09,Lights Only ,Paradise Valley ,AZ ,USA ,33.5311541,-111.9426452,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
543,2016-02-09,Orb/Sphere ,Laredo ,TX ,USA ,27.5035613,-99.5075519,,,Us Navy,"5300 San Dario Ave, Laredo"
544,2016-02-09,Rectangle ,Perrine ,FL ,USA ,25.5998322,-80.35507659999999,,,US Marine Corps Reserve Training,"18650 NW 62nd Ave, Hialeah"
545,2016-02-09,Fireball ,Alexandria ,LA ,USA ,31.3112936,-92.4451371,Alexandria International Airport,"1100 Frank Andrews Boulevard, Alexandria",Army Department,"3640 North Blvd, Alexandria"
546,2016-02-09,Disk ,Tulsa ,OK ,USA ,36.1539816,-95.99277500000001,Oklahoma State University Medical Center Heliport,"744 West 9th Street, Tulsa",US Army Department,"11510 E 21st St, Tulsa"
547,2016-02-09,Diamond ,Clackamas ,OR ,USA ,45.4076205,-122.5703692,Clackamas County Redsoils Heliport,Oregon City,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
548,2016-02-09,Other ,White Sulphur Springs ,MT ,USA ,46.548277,-110.9021561,White Sulphur Springs Ranger Station Heliport,White Sulphur Springs,MILITARY BASE California,"AMERICA, Stanford"
549,2016-02-10,Lights Only ,Gresham ,OR ,USA ,45.5098502,-122.4347608,Clackamas County Redsoils Heliport,Oregon City,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
550,2016-02-10,Lights Only ,Kingsburg ,CA ,USA ,36.5138398,-119.5540175,Fresno Yosemite International Airport,"5175 East Clinton Way, Fresno",US ARMY SELMA RECRUITING STATION,"2940 McCall Ave #104, Selma"
551,2016-02-10,Circle ,Lebanon ,OR ,USA ,44.53651190000001,-122.9070339,Cubehole,Brownsville,Military Department,"1776 Militia Way SE, Salem"
552,2016-02-10,Circle ,Geyserville ,CA ,USA ,38.7074755,-122.9027647,Wings Over Wine Country,"2200 Airport Boulevard, Santa Rosa",GoArmy Santa Rosa,"2700 Santa Rosa Ave A, Santa Rosa"
553,2016-02-10,Other ,Bothell/Kirkland ,WA ,USA ,47.76011099999999,-122.2054452,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
554,2016-02-10,Other ,Newport ,OR ,USA ,44.6367836,-124.0534505,Samaritan North Lincoln Hospital - Heliport,"2930 Northeast West Devils Lake Road, Lincoln City",National Guard Armory,"541 SW Coast Hwy, Newport"
555,2016-02-10,Other ,Idanha ,OR ,USA ,44.7026218,-122.0786856,Santiam Junction State Airport,"13000 U.S. 20, Sisters",,
556,2016-02-10,Other ,Oakridge ,OR ,USA ,43.7465124,-122.4617159,Mazama Timber Pad,Creswell,U.S. Army Springfield Recruiting Station,"3000 Gateway St, Springfield"
557,2016-02-10,Lights Only ,Palmer ,AK ,USA ,61.599415,-149.1146334,Bryant Army Heliport,Anchorage,US Army Department,"1717 C St, Anchorage"
558,2016-02-10,Lights Only ,Paradise Valley ,AZ ,USA ,33.5311541,-111.9426452,Phoenix Sky Harbor International Airport,"3400 East Sky Harbor Boulevard, Phoenix",US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
559,2016-02-10,Triangle ,Radford ,VA ,USA ,37.13179239999999,-80.5764477,Virginia Tech Montgomery Executive Airport,"1601 Tech Center Drive, Blacksburg",US Army Reserve Center,"1915 Roanoke Blvd, Salem"
560,2016-02-10,Lights Only ,Olympia ,WA ,USA ,47.0378741,-122.9006951,Tacoma Narrows Airport,"1202 26th Avenue Northwest, Gig Harbor",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
561,2016-02-10,Lights Only ,Garden Grove ,CA ,USA ,33.7742692,-117.9379952,John Wayne Airport,"18601 Airport Way, Santa Ana",US Army Department,Los Alamitos
562,2016-02-10,Lights Only ,Arcata ,CA ,USA ,40.8665166,-124.0828396,California Redwood Coast-Humboldt County Airport,"3561 Boeing Avenue, McKinleyville",GoArmy Eureka,"3300 Broadway St #518, Eureka"
563,2016-02-10,Lights Only ,Lewiston ,ID ,USA ,46.4004089,-117.001189,Pullman-Moscow Regional Airport,"3200 Airport Complex North, Pullman",Us Air Force,"Kruegel Hall, Pullman"
564,2016-02-10,Triangle ,Ione ,OR ,USA ,45.5012431,-119.8247508,Simtag Farms Airstrip,Boardman,Army Outreach Office,"190 E Main St, Hermiston"
565,2016-02-10,Lights Only ,Culver ,OR ,USA ,44.5256753,-121.2130974,Mountain View Hospital Heliport,Madras,,
566,2016-02-10,Lights Only ,Bean Station ,TN ,USA ,36.3437016,-83.28406199999999,Morristown Flying Services Inc,"2349 Valley Home Road, Talbott",US Army Department,"5965 State Hwy 987, Three Point"
567,2016-02-10,Triangle ,Ashland ,OR ,USA ,42.1945758,-122.7094767,,,GoArmy Grants Pass,"1555 NE F St, Grants Pass"
568,2016-02-10,Disk ,Beaverton ,OR ,USA ,45.4888761,-122.8013771,,,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
569,2016-02-10,Fireball ,Cutler Bay ,FL ,USA ,25.5808323,-80.34685929999999,South Dade Community Health Center Heliport,Cutler Bay,US Marine Corps Reserve Training,"18650 NW 62nd Ave, Hialeah"
570,2016-02-10,Boomerang/V-Shaped ,Watchung ,NJ ,USA ,40.63788,-74.4509863,Bradford Field,Flemington,United States Department of the Army,"Area Command, Brooklyn"
571,2016-02-10,Orb/Sphere ,Vancouver ,WA ,USA ,45.6257379,-122.6760886,Mountaindale Airstrip,Banks,Air National Guard 142 Fighter,"6801 NE Cornfoot Rd, Portland"
572,2016-02-10,Orb/Sphere ,Lebo ,KS ,USA ,38.4166818,-95.85304409999999,Emporia Municipal Airport-EMP,"1005 County Road 120, Emporia",US Army Corporation of Engineers,"22862 Arrow Rock Pkwy, Lebo"
573,2016-02-10,Teardrop ,San Ramon ,CA ,USA ,37.7643595,-121.9539616,San Francisco International Airport,San Francisco,US Defense Department,"1265 Borregas Ave, Sunnyvale"
574,2016-02-10,Cone ,Reno ,NV ,USA ,39.5296329,-119.8138027,Reno-Tahoe International Airport,"2001 East Plumb Lane, Reno",Us Navy Junior ROTC,"1350 Baring Blvd, Sparks"
575,2016-02-10,Cross ,Riverbank ,CA ,USA ,37.7360111,-120.9357139,Stockton Metropolitan Airport,"5000 South Airport Way, Stockton",GoArmy Modesto,"2100 Standiford Ave suite g-1, Modesto"
576,2016-02-10,Cone ,Batavia ,NY ,USA ,42.9981156,-78.1875167,Buffalo Niagara International Airport,"4200 Genesee Street, Buffalo",Military & Naval Affairs Division,"100 Patriot Way, Rochester"
577,2016-02-11,Other ,Henderson ,NC ,USA ,36.3294305,-78.39920099999999,Warren County Airport,Warrenton,US Army Department,Durham
578,2016-02-11,Fireball ,Victorville ,CA ,USA ,34.5362184,-117.2927641,San Bernardino International Airport,"1601 East 3rd Street #100, San Bernardino","Army Recruiting Office San Bernadino, CA","1631 E Highland Ave, San Bernardino"
579,2016-02-11,Fireball ,Santa Clarita ,CA ,USA ,34.3916641,-118.542586,Hollywood Burbank Airport,"2627 North Hollywood Way, Burbank",American Military Museum,"1918 Rosemead Blvd, South El Monte"
580,2016-02-11,Cigar/Cylinder ,Lompoc ,CA ,USA ,34.6391501,-120.4579409,Santa Maria Public Airport District,"3217 Terminal Drive #1836, Santa Maria",U.S ARMY SANTA MARIA RECRUITING CENTER,"142 Town Center E SUITE 262, Santa Maria"
581,2016-02-11,Fireball ,Whittier ,CA ,USA ,33.9791793,-118.032844,John Wayne Airport,"18601 Airport Way, Santa Ana",US Army Department,Los Alamitos
582,2016-02-11,Orb/Sphere ,Methuen ,MA ,USA ,42.7262016,-71.1908924,Moore Army Air Field,Ayer,US Army Department,"1059 Canal St, Manchester"
583,2016-02-11,Unknown ,Odenton ,MD ,USA ,39.0839981,-76.7002462,Norwood,Sandy Spring,US Army Department,"5611 Columbia Pike, Falls Church"
584,2016-02-11,Fireball ,La Junta ,CO ,USA ,37.9850091,-103.5438321,La Junta Airport,"30267 1st Avenue, La Junta",US Army Recruiting,"23 W 4th St, La Junta"
585,2016-02-11,Oval ,Tampa ,FL ,USA ,27.950575,-82.4571776,Teco Plaza Heliport,Tampa,US Army Department,"5100 W Kennedy Blvd, Tampa"
586,2016-02-11,Disk ,Zion ,IL ,USA ,42.4461322,-87.83285049999999,Chicago Executive Airport-PWK,"1020 Plant Road, Wheeling",A.R.M.Y PVT LTD,"1014 Plum Grove Rd Ste 204, Schaumburg"
587,2016-02-11,Triangle ,Temecula ,CA ,USA ,33.4936391,-117.1483648,Mc Clellan Palomar Airport-Crq,"2198 Palomar Airport Road, Carlsbad",US Defense Department,"26722 Plaza, Mission Viejo"
588,2016-02-11,Fireball ,Burbank ,CA ,USA ,34.1808392,-118.3089661,Haskell Gamer Company,"Haskell Ave, Burbank",US Army Department,Los Alamitos
589,2016-02-11,Teardrop ,Cerritos ,CA ,USA ,33.8583483,-118.0647871,,,US Army Department,Los Alamitos
590,2016-02-11,Orb/Sphere ,Casa Grande ,AZ ,USA ,32.9110027,-111.7733902,Potter Airfield,United States,US Army Reserve Herrera Annex,"7334 E Ulysses Ave, Mesa"
591,2016-02-11,Lights Only ,South Gate ,CA ,USA ,33.954737,-118.2120161,,,US Army Department,Los Alamitos
592,2016-02-11,Lights Only ,Seatac ,WA ,USA ,47.4435903,-122.2960726,Seattle-Tacoma International Airport,"17801 International Boulevard, Seattle",Washington Army National Guard (Kent Armory),"24410 Military Rd S, Kent"
593,2016-02-11,Lights Only ,Anaheim ,CA ,USA ,33.8365932,-117.9143012,,,US Army Department,Los Alamitos
594,2016-02-11,Lights Only ,Ramona ,CA ,USA ,33.03763840000001,-116.8765386,San Diego International Airport,"3225 North Harbor Drive, San Diego",Military Sealift Command Exchanges,"9284 Balboa Ave, San Diego"
595,2016-02-11,Lights Only ,Tustin ,CA ,USA ,33.7420005,-117.8236391,,,US Army Department,Los Alamitos
